Client ID,Case ID#,Date Opened,Date Closed,County of Residence,Zip Code,ACE Gender,ACE Race/Ethnicity,Current Age,Total Annual Income ,Aware of ACE Before Calling,ACE Did you try to get legal representation in this case before today's hearing?,Disability in Household,Landlord Representation,Type of Eviction Case,ACE Other Type of Eviction Case,10 Day Notice from Landlord,Move Options,Wants to Stay in Rental Unit,ACE Case Resolutions,ACE Case Resolution Other Benefit,ACE Level of Service,ACE Level of Service Other Appropriate Remedies,ACE Level of Service Other Services Provided,ACE Request a Continuance,ACE Case Handler,ACE Funding Source,Tenant's Goals (Same Day),Goal Status - Prevent Eviction Judgment,Goal Status - Prevent Involuntary Move,Goal Status - Prevent Eviction Filing,Goal Status - Mitigate Damages,Goal Status - Secure More Time to Move,Goal Status - Secure Rent Assistance,Goal Status - Remediate Defective Conditions,Goal Status - Secure Monetary Relief,Goal Status - Avoid Subsidy Termination,Goal Status - Reduce Rent/Fee,Goal Status - Remedy Housing Discrimination,Goal Status - Obtain Accomodation,Goal Status - Recover Personal Property,Goal Status - Other Goal
1473321,23-0522693,7/26/2023,9/18/2023,Allegany County,21502,Female,"White, not of Hispanic Origin",46,2400,No,"No, I found out about it in court",No,Represented by agent,Breach of lease,,,Unknown,Yes,Obtained counseling services on a housing matter,,Counseling,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1473334,23-0522698,7/26/2023,1/9/2024,Howard County,21075,Male,"African American or Black, not of Hispanic Origin",62,31200,Not asked,"No, I found out about it in court",No,Represented by attorney,Failure to pay rent,,Yes,Not asked,Yes,Obtained counseling services on a housing matter,"Issue was amount that tenant believed he owed, so once that was cleared the issue was resolved",Counseling,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1473356,23-0522708,7/26/2023,9/1/2023,Charles County,20601,Female,Prefer not to respond,53,0,,,,,Failure to pay rent,,,,,Avoided or obtained redress for illegal or unfair charges by landlord,,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1473359,23-0522710,7/25/2023,7/30/2023,Baltimore County,21227,Female,"White, not of Hispanic Origin",42,46300,No,,No,Represented by attorney,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,,,,,Achieved,,,,,,,,,,
1473366,23-0522715,7/25/2023,7/30/2023,Baltimore County,21227,Male,"African American or Black, not of Hispanic Origin",43,25200,No,,No,,Failure to pay rent,,Not asked,Not asked,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1473392,23-0522728,7/26/2023,8/22/2023,Montgomery County,20902,Female,"African American or Black, not of Hispanic Origin",53,14280,No,,Not asked,Represented by attorney,Failure to pay rent,,Yes,Unknown,No,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,Not achieved,,,Achieved,Achieved,Planned,,,,,,,,
1473554,23-0522798,7/27/2023,9/3/2023,Charles County,20640,Female,"White, not of Hispanic Origin",57,24996,No,,No,Represented by agent,Other,Wrongful Detainer,,Another apartment,Already vacated,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,Achieved,,,,,,,,,,,,,
1473581,23-0522806,7/28/2023,10/18/2023,Montgomery County,20906,Female,Hispanic,52,33600,No,"Yes, I tried to contact a legal services provider but no return call or was denied",Not asked,Represented by attorney,Holdover,,,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1473690,23-0522855,7/27/2023,8/10/2023,Baltimore County,21030,Male,Asian or Pacific Islander,46,32760,No,,No,Represented by attorney,Failure to pay rent,,Yes,Not asked,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,Achieved,,,,,,,,,
1473698,23-0522861,7/27/2023,8/10/2023,Baltimore County,21030,Female,"African American or Black, not of Hispanic Origin",44,0,Not asked,,No,Represented by agent,Failure to pay rent,,Unsure,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,Achieved,,,,,,,,,,,,
1473699,23-0522862,7/27/2023,8/10/2023,Baltimore County,21208,Female,"African American or Black, not of Hispanic Origin",58,37332,Not asked,,Not asked,Self-represented,Failure to pay rent,,Unsure,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,Achieved,,,,,,,,,,,,,
1473700,23-0522863,7/27/2023,8/10/2023,Baltimore County,21030,Female,"African American or Black, not of Hispanic Origin",30,41600,No,,No,Represented by attorney,Failure to pay rent,,Yes,Another apartment,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,Achieved,,,,,,,,,
1473808,23-0522910,7/28/2023,9/1/2023,Charles County,20601,Female,"African American or Black, not of Hispanic Origin",24,15120,No,,No,Represented by attorney,Failure to pay rent,,No,Unknown,Yes,Prevented eviction from public or subsidized housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,Achieved,Achieved,,,,,,,,,,,,
1473886,23-0522954,7/28/2023,11/14/2023,Frederick County,21701,Female,"African American or Black, not of Hispanic Origin",51,37700,Yes,,No,,Failure to pay rent,,,,,Prevented eviction from other housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,Planned,Planned,,,,,,,,,,,,
1473887,23-0522955,7/28/2023,11/30/2023,Frederick County,21701,Male,"African American or Black, not of Hispanic Origin",51,42600,No,,No,,Failure to pay rent,,,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,Achieved,,,,,,,,,,,,,
1473928,23-0522976,7/28/2023,11/27/2023,Frederick County,21702,Female,Hispanic,28,0,No,,Yes,Self-represented,Holdover,,,Friends/family – in MD,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,Goal changed,,,,Achieved,,,,,,,Goal changed,,
1474196,23-0523087,7/31/2023,8/10/2023,Baltimore County,21221,Female,"African American or Black, not of Hispanic Origin",36,8412,No,,Yes,Represented by agent,Failure to pay rent,,Yes,Shelter,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,Achieved,,,,,,,,,
1474341,23-0523162,7/31/2023,9/2/2023,Charles County,20603,Female,"African American or Black, not of Hispanic Origin",34,60000,No,"No, I found out about it in court",Not asked,Represented by agent,Failure to pay rent,,Yes,Not asked,No,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1474420,23-0523201,7/31/2023,11/18/2023,Washington County,21740,Male,"African American or Black, not of Hispanic Origin",44,0,No,"No, I found out about it in court",Yes,Self-represented,Failure to pay rent,,Yes,Unknown,No,Prevented eviction filing,,Negotiation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,Achieved,Achieved,,,,,,,,,,,
1474637,23-0523285,8/1/2023,5/30/2024,Baltimore County,21204,Female,Asian or Pacific Islander,42,15600,Yes,"No, I found out about it in court",No,Represented by attorney,Holdover,,,Friends/family – in MD,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,Achieved,,,Achieved,,,,,,,,,
1474813,23-0523354,8/1/2023,8/10/2023,Baltimore County,21228,Female,"White, not of Hispanic Origin",48,0,Yes,,No,Represented by agent,Failure to pay rent,,Yes,Hotel/motel,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,Achieved,,,,,,,,,,,,,
1475012,23-0523441,8/2/2023,10/3/2024,Allegany County,21502,Female,"White, not of Hispanic Origin",46,9000,No,"No, I found out about it in court",Yes,Self-represented,Holdover,,,Friends/family – outside of MD,No,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,Achieved,,,,,,,,,
1475206,23-0523538,8/2/2023,8/10/2023,Baltimore County,21133,Female,"African American or Black, not of Hispanic Origin",36,10968,Yes,,No,Represented by agent,Holdover,,,Street/unsheltered,No,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,Achieved,,,,Achieved,,,,,,,,,
1475342,23-0523595,8/3/2023,11/27/2023,Montgomery County,20910,Female,"African American or Black, not of Hispanic Origin",63,0,No,,No,Represented by attorney,Other,Wrongful Detainer,,Another apartment,No,Avoided or obtained redress for illegal or unfair charges by landlord,,Negotiation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1475420,23-0523631,8/3/2023,12/29/2023,Montgomery County,20878,Female,"White, not of Hispanic Origin",45,9022,Not asked,"No, I found out about it in court",Not asked,Represented by attorney,Failure to pay rent,,Yes,Unknown,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1475455,23-0523645,8/3/2023,9/25/2023,Montgomery County,20906,Female,"African American or Black, not of Hispanic Origin",38,10092,Not asked,"No, I found out about it in court",Yes,Represented by attorney,Failure to pay rent,,Not asked,Not asked,Yes,Prevented eviction from public or subsidized housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1475556,23-0523692,8/3/2023,8/3/2023,Montgomery County,20910,Female,"African American or Black, not of Hispanic Origin",65,7200,Not asked,"No, I found out about it in court",Yes,Represented by attorney,Failure to pay rent,,Not asked,Unknown,Yes,Prevented eviction filing,,Negotiation,,,,In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1475569,23-0523697,9/7/2023,9/29/2023,Baltimore County,21215,Female,"African American or Black, not of Hispanic Origin",28,34000,No,"No, I found out about it in court",No,Represented by attorney,Failure to pay rent,,Yes,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing, Enforced rights to decent, habitable housing, Obtained repairs to dwelling, Obtained representation in housing defensive litigation",,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,,,,,,,,,,
1475581,23-0523702,8/3/2023,9/17/2023,Baltimore County,21204,Female,"African American or Black, not of Hispanic Origin",33,12000,No,,No,Represented by agent,Failure to pay rent,,Yes,,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted but for less time than requested",In-house staff,ACE Special Fund,,Achieved,,,,,,,,,,,,,
1475582,23-0523703,8/3/2023,9/27/2023,Baltimore County,21286,Female,"African American or Black, not of Hispanic Origin",36,28600,No,,No,Represented by agent,Failure to pay rent,,Unsure,Street/unsheltered,Yes,"Delayed eviction, providing time to seek alternative housing",,Negotiation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,Planned,,,,Achieved,,,,,,,,,
1475587,23-0523707,8/3/2023,12/19/2023,Baltimore County,21093,Female,"African American or Black, not of Hispanic Origin",44,7200,Yes,,No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,Achieved,,,,,,,,,
1475589,23-0523709,8/3/2023,9/21/2023,Washington County,21740,Female,"White, not of Hispanic Origin",56,6180,Yes,,Yes,Self-represented,Failure to pay rent,,Not asked,Unknown,Yes,Obtained counseling services on a housing matter,"Assisted in filing Motion to Alter Amend, confirming with LL that rent is paid",Document Preparation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,Not achieved,Achieved,,,,,,,Achieved,,,,,
1475597,23-0523712,8/3/2023,8/10/2023,Baltimore County,21286,Female,"African American or Black, not of Hispanic Origin",45,19500,No,,No,Represented by agent,Failure to pay rent,,Yes,Street/unsheltered,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,Achieved,,,,,,,,,
1475598,23-0523713,8/3/2023,9/27/2023,Baltimore County,21117,Female,"African American or Black, not of Hispanic Origin",58,31200,Yes,,No,Represented by attorney,Failure to pay rent,,Unsure,Another apartment,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,Planned,,,,,,,,,
1475609,23-0523718,8/3/2023,8/10/2023,Baltimore County,21234,Female,"White, not of Hispanic Origin",55,34800,No,,No,Represented by attorney,Failure to pay rent,,Yes,Unknown,Yes,Prevented eviction from other housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,Achieved,,,,,,,,,
1475610,23-0523719,8/3/2023,8/10/2023,Baltimore County,21204,Female,"African American or Black, not of Hispanic Origin",34,22100,No,,No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,Achieved,,,,,,,,,
1475611,23-0523720,8/3/2023,10/9/2023,Baltimore City,21213,Female,"African American or Black, not of Hispanic Origin",49,10968,Yes,,No,Represented by agent,Failure to pay rent,,Yes,Friends/family – in MD,Yes,Prevented eviction from public or subsidized housing,,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,Achieved,,,,,,,,,,,,,
1475614,23-0523721,8/3/2023,9/27/2023,Baltimore County,21117,Female,"African American or Black, not of Hispanic Origin",33,35100,No,,No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,Obtained representation in housing defensive litigation,,Representation in Judicial Litigation,,,"Yes, I requested a continuance and it was granted",In-house staff,ACE Special Fund,,,,,,Planned,,,,,,,,,
1475618,23-0523725,8/3/2023,8/10/2023,Baltimore County,21286,Female,"African American or Black, not of Hispanic Origin",34,14400,No,,No,Represented by agent,Failure to pay rent,,,Street/unsheltered,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,Achieved,,,,,,,,,
1475619,23-0523726,8/3/2023,8/10/2023,Baltimore County,21133,Female,"African American or Black, not of Hispanic Origin",38,28600,Yes,,No,Represented by agent,Failure to pay rent,,Yes,Unknown,Yes,"Delayed eviction, providing time to seek alternative housing",,Representation in Judicial Litigation,,,Neither party requested a continuance,In-house staff,ACE Special Fund,,,,,,Achieved,,,,,,,,,
