Client ID,ACE CIS ID,Case ID#,Date Opened,Date Closed,Zip Code,County of Residence,ACE Gender,ACE Race/Ethnicity,Current Age,ACE Client's Primary Language,Limited English Proficiency,Needs Translation Services,ACE Number of People Over 18 in Household,ACE Number of People under 18 in Household,Total Annual Income ,ACE Income Sources,Aware of ACE Before Calling,Called Elsewhere First,ACE Contact Elsewhere Detail,Has Eviction Been Filed?,ACE Court/Agency where the matter is pending,Disability in Household,Disability Related to Eviction,Current Monthly Rent,Type of Eviction Case,ACE Other Type of Eviction Case,10 Day Notice from Landlord,Months Behind Rent (Client),Months Behind Rent (Landlord),Reason Behind on Rent,ACE Conditions Issues,ACE Conditions Issues Other,Informed Landlord about Conditions,Can Pay Toward Rent,Current Property Move-In Date,Public/Subsidized/Voucher Housing,Move Options,Previous Evictions,Previous Eviction in Past Year,Wants to Stay in Rental Unit,Applied for Rental Assistance,Rent Assist Application Status,Reason Didn't Apply for Assistance,Subsidized Housing Program,Other Subsidized Housing Program,Landlord Received Rent Assist Funds,Landlord Representation,Tenant's Goals,Tenant's Other Goal,Goal Status - Avoid Subsidy Termination,Goal Status - Mitigate Damages,Goal Status - Obtain Accomodation,Goal Status - Other Goal,Goal Status - Prevent Eviction Filing,Goal Status - Prevent Eviction Judgment,Goal Status - Prevent Involuntary Move,Goal Status - Recover Personal Property,Goal Status - Reduce Rent/Fee,Goal Status - Remediate Defective Conditions,Goal Status - Remedy Housing Discrimination,Goal Status - Secure Monetary Relief,Goal Status - Secure More Time to Move,Goal Status - Secure Rent Assistance,Damage Mitigation Amount,Amount Owed Reduced,Client Move or Stay,Time Secured for Move,Agreement to Remediate,ACE Level of Service,ACE Level of Service Other Appropriate Remedies,ACE Level of Service Other Services Provided,ACE Case Resolutions,ACE Case Resolution Other Benefit,ACE Case Handler,ACE Funding Source
1469086,,23-0520810,7/10/2023,10/9/2023,21231,Baltimore City,Female,"African American or Black, not of Hispanic Origin",39,English,No,,1,3,21936,SSI or SSD,No,No.,,No,Housing Authority of Baltimore City,No,,450,Failure to pay rent,,Yes,6 or more months,6 or more months,"Denied benefits / lost benefits, Job loss or reduced/inconsistent hours",,,,"Yes, some of it",3-5 years,Yes,Not asked,No,,Yes,No,,"I tried, but funds were not available",Public Housing,,No,Represented by agent,"Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,Achieved,Achieved,Achieved,,,,,,Achieved,,0,No,Stayed,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1469149,,23-0520840,7/11/2023,4/30/2024,20634,St. Mary's County,Female,"White, not of Hispanic Origin",44,English,No,,4,1,73836,"Income from their employment, SSI or SSD, Temporary Cash Assistance (TCA)",No,No.,,Yes,,Yes,No,288,Failure to pay rent,,No,I believe I am current on my rent,3 months,,,,,,1-2 years,Yes,Unknown,Yes,Yes,Yes,No,,I did not know how to apply,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,No,Self-represented,"Prevent eviction judgment, Prevent involuntary move",,,,,,,Achieved,Achieved,,,,,,,,0,No,Stayed,,,Representation in Judicial Litigation,,,"Prevented eviction from public or subsidized housing, Prevented termination of housing subsidy",,In-house staff,ACE Special Fund
1469238,,23-0520868,7/11/2023,6/21/2024,21202,Baltimore City,Female,"African American or Black, not of Hispanic Origin",69,English,No,,1,0,15336,SSI or SSD,Not asked,No.,,No,Housing Authority of Baltimore City,Yes,No,230,Subsidy termination,,,,,,,,,,10+ years,Yes,Unknown,No,,Yes,No,,Other,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,No,Represented by agent,Obtain accommodation,,,,Achieved,,,,,,,,,,,,0,Not applicable to this case,Stayed,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1469280,,23-0520881,7/11/2023,11/15/2023,21787,Carroll County,Female,"White, not of Hispanic Origin",48,English,,No,2,1,26448,Income from their employment,Yes, ,,Yes,,Not asked,,0,Failure to pay rent,,Not asked,5 months,5 months,Other,,,,"Yes, some of it",,No,Unknown,Not asked,,Yes,Yes,Approved,,,,No,,Secure time to move (30 days or more),,,,,,,,,,,,,,Not achieved,,0,No,Moved,Less than 30 days,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1469284,,23-0520883,7/11/2023,10/1/2023,21215,Baltimore City,Male,American Indian or Alaskan,43,English,,No,1,0,16380,Veterans benefits,Yes,No.,,Yes,,No,,220,Failure to pay rent,,Yes,3 months,3 months,,,,,"Yes, all of it",1-2 years,Yes,Unknown,No,,Yes,Yes,Prefer not to answer,,VASH voucher (Veterans Affair Supportive Housing),,Not asked,Represented by agent,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from public or subsidized housing,,In-house staff,ACE Special Fund
1469285,,23-0520884,7/11/2023,12/4/2023,21740,Washington County,Female,"White, not of Hispanic Origin",39,English,No,,1,2,45292,Income from their employment,No,No.,,No,District Court,No,,1100,Failure to pay rent,,Yes,2 months,2 months,Job loss or reduced/inconsistent hours,,,,No,,,Unknown,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,0,No,Moved,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1469335,,23-0520899,7/11/2023,12/18/2023,20904,Montgomery County,Female,"African American or Black, not of Hispanic Origin",46,English,No,,2,2,3600,SSI or SSD,Not asked,No.,,No,District Court,Not asked,,0,Failure to pay rent,,No,I believe I am current on my rent,1 month,,,,,,,Yes,Unknown,Not asked,,Yes,,,,,,,Self-represented,Prevent eviction filing,,,,,,Achieved,,,,,,,,,,0,Not applicable to this case,Stayed,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1469431,,23-0520939,7/11/2023,12/28/2023,21044,Howard County,Male,Prefer not to respond,48,English,,Not asked,1,0,23400,Income from their employment,Not asked, ,,Yes,,Not asked,,0,Holdover,,,,,,,,,,1-2 years,No,Not asked,Not asked,,Yes,Not asked,,,,,Not asked,Represented by attorney,Prevent eviction judgment,,,,,,,Not achieved,,,,,,,,,0,Not applicable to this case,Moved,30-60 days,,Negotiation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1469448,,23-0520946,7/11/2023,12/24/2023,20745,Prince George's County,Male,"African American or Black, not of Hispanic Origin",26,English,No,,2,0,40000,Income from their employment,No,No.,,Yes,,No,,1386,Failure to pay rent,,Yes,4 months,4 months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",Less than 1 year,No,Unknown,No,,Yes,Yes,Denied,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move",,,,,,,Achieved,Achieved,,,,,,,,0,Yes – the amount was reduced through legal negotiation,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1469477,,23-0520958,7/11/2023,8/28/2023,21133,Baltimore County,Female,"African American or Black, not of Hispanic Origin",49,English,,,2,1,26400,Income from their employment,Not asked,No.,,Yes,,,,0,Failure to pay rent,,,,,,,,,,,,Not asked,Yes,Yes,Yes,,,,,,,Represented by agent,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1469520,,23-0520977,7/11/2023,9/1/2023,20640,Charles County,Female,"African American or Black, not of Hispanic Origin",30,English,No,,1,4,28860,SSI or SSD,Not asked,No.,,Yes,,No,,1800,Failure to pay rent,Motion to Shield,,,,,,,,,1-2 years,No,Not asked,Yes,Yes,Yes,Not asked,,,,,Not asked,Represented by attorney,Other client goal (please specify),Shield FTPR judgment,,,,,,,,,,,,,,,0,No,Stayed,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,FTPR judgment shielded,In-house staff,ACE Special Fund
1469605,,23-0521028,7/12/2023,6/21/2024,21215,Baltimore City,Female,"African American or Black, not of Hispanic Origin",39,English,No,,2,4,69000,Income from their employment,No, ,,Yes,,No,,1331,Failure to pay rent,,Yes,2 months,2 months,Other,Infestation or pests,,,"Yes, all of it",Less than 1 year,No,Not asked,Not asked,,No,,,,,,,Represented by agent,Mitigate damages,,,Planned,,,,,,,,,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1469661,,23-0521056,7/12/2023,12/27/2023,21727,Frederick County,Female,"White, not of Hispanic Origin",49,English,No,,1,0,0,No income,No,No.,,Yes,,Yes,Not asked,450,Failure to pay rent,,Yes,4 months,4 months,Denied benefits / lost benefits,"Wall/ceiling/floor damage, Water damage",,,"Yes, all of it",10+ years,No,Friends/family – in MD,,,Yes,No,,,,,,Represented by agent,"Prevent eviction judgment, Prevent involuntary move",,,,,,,Planned,Achieved,,,,,,,,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction filing,,In-house staff,ACE Special Fund
1469697,,23-0521072,7/12/2023,12/27/2023,20746,Prince George's County,Female,"African American or Black, not of Hispanic Origin",33,English,No,,1,0,15090,"Income from their employment, SSI or SSD",No,No.,,Yes,,Not asked,,1435,Failure to pay rent,,Yes,3 months,4 months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",1-2 years,No,Not asked,Not asked,,Yes,Yes,Pending/Unsure,,,,No,Represented by attorney,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,Yes – the amount was offset by expenses paid by client,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1469801,,23-0521114,7/12/2023,12/30/2023,21217,Baltimore City,Male,"African American or Black, not of Hispanic Origin",52,English,No,,3,0,10800,SSI or SSD,Not asked, ,,Yes,,Yes,No,1238,Failure to pay rent,,,,,,,,,,3-5 years,Yes,Not asked,Yes,Yes,Yes,No,,Other,Public Housing,,,Represented by attorney,Other client goal (please specify),Get rent amount corrected and reduced,,,,,,,,,,,,,,,0,Yes – the amount was reduced through legal negotiation,,,,Negotiation,,,Prevented eviction from public or subsidized housing,,In-house staff,ACE Special Fund
1469806,,23-0521116,7/12/2023,12/30/2023,20747,Prince George's County,Female,"African American or Black, not of Hispanic Origin",32,English,No,,2,1,52000,Income from their employment,No,No.,,Yes,,No,,1610,Failure to pay rent,,Yes,I believe I am current on my rent,5 months,,"No or insufficient heat, Wall/ceiling/floor damage",,,,,No,,No,,Yes,No,,Other,,,,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move",,,,,,,Achieved,Achieved,,,,,,,,0,Yes – the amount was offset by expenses paid by client,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1469818,,23-0521121,7/12/2023,6/10/2024,20770,Prince George's County,Female,"African American or Black, not of Hispanic Origin",49,English,,No,1,1,25000,Child support,Yes,"Yes, I tried to contact a legal services provider but no return call or was denied  ",,Yes,,No,,1846,Failure to pay rent,,Yes,6 or more months,6 or more months,Job loss or reduced/inconsistent hours,Other,,,"Yes, some of it",3-5 years,No,Unknown,Unknown,,Yes,Yes,Pending/Unsure,,,,Prefer not to respond,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Yes – the amount was offset by expenses paid by client,Moved,30-60 days,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1469862,,23-0521139,7/12/2023,7/25/2023,21234,Baltimore County,Female,"African American or Black, not of Hispanic Origin",29,English,,No,1,1,31200,Income from their employment,Not asked,No.,,Yes,,Not asked,,0,Failure to pay rent,,Yes,2 months,2 months,,,,,"Yes, some of it",1-2 years,Not asked,Not asked,Yes,Yes,Yes,Not asked,,,,,Not asked,Represented by agent,Secure time to move (30 days or more),,,,,,,,,,,,,,Achieved,,0,,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1469871,,23-0521142,7/12/2023,12/30/2023,20745,Prince George's County,Male,Prefer not to respond,33,English,No,,1,0,19500,Income from their employment,No,No.,,Yes,,No,,550,Holdover,,,,,,,,,,10+ years,No,Another apartment,No,,No,,,,,,,Self-represented,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Not achieved,Planned,,,,,,Achieved,,0,Not applicable to this case,Not asked,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1469887,,23-0521151,7/12/2023,12/30/2023,20747,Prince George's County,Male,"African American or Black, not of Hispanic Origin",38,English,No,,1,0,0,No income,No,No.,,Yes,,Yes,Yes,1254,Failure to pay rent,,Yes,6 or more months,6 or more months,"Competing expense, Job loss or reduced/inconsistent hours, Unexpected expense",,,,"Yes, some of it",,No,Unknown,No,,Yes,No,,I did not know how to apply,,,,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance, Secure time to move (30 days or more)",,,,,,,Not achieved,Achieved,,,,,,Achieved,Achieved,0,Yes – the amount was reduced through legal negotiation,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1469891,,23-0521154,7/12/2023,1/21/2024,21213,Baltimore City,Female,"African American or Black, not of Hispanic Origin",61,English,No,,1,0,13200,SSI or SSD,No, ,,,,Yes,No,188,Holdover,,,,,,"Electrical issues, Infestation or pests, Mold, Plumbing leaks (including sewer/sewage issues), Unstable or damaged flooring or carpet, Wall/ceiling/floor damage, Water damage",,,,1-2 years,Yes,Friends/family – in MD,Yes,No,No,No,,Other,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure monetary relief, Secure time to move (30 days or more)",,,,,,,Planned,Planned,,,,,Planned,Planned,,0,,,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE ARPA Baltimore City
1470005,,23-0521210,7/13/2023,12/30/2023,20716,Prince George's County,Female,Prefer not to respond,23,English,No,,1,0,0,No income,No,No.,,Yes,,No,,0,Breach of lease,,,,,,,,,,Less than 1 year,No,Hotel/motel,No,,Yes,No,,Other,,,,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure time to move (30 days or more)",,,,,,,Achieved,Achieved,,,,,,Goal changed,,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1470083,,23-0521247,7/13/2023,8/16/2023,21631,Dorchester County,Female,Prefer not to respond,47,English,No,,1,2,15600,Other,Yes, ,,Yes,,No,,1000,Holdover,,,,,,,,,,1-2 years,No,Unknown,Yes,Yes,Yes,No,,,,,,Represented by attorney,"Prevent eviction judgment, Secure time to move (30 days or more)",,,,,,,Achieved,,,,,,,Achieved,,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1470250,,23-0521308,7/13/2023,7/17/2023,21853,Somerset County,Female,"African American or Black, not of Hispanic Origin",49,English,No,,1,4,21024,SSI or SSD,Not asked, ,,Yes,,Not asked,,729,Failure to pay rent,,No,,,,,,,,3-5 years,Unsure,,Unknown,,Yes,,,,,,Yes,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move",,,,,,,Achieved,Achieved,,,,,,,,0,No,Stayed,,Client's goal changed,Negotiation,,,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1470304,,23-0521331,7/14/2023,12/6/2023,21701,Frederick County,Male,"African American or Black, not of Hispanic Origin",33,English,,No,1,4,0,No income,No,No.,,Yes,,Yes,No,2795,Failure to pay rent,,,,,,,,,,Less than 1 year,No,Street/unsheltered,No,,Yes,No,,,,,,,"Avoid subsidy termination, Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move, Secure Process Accommodation – money, Secure rent assistance",,Planned,,,,Planned,Planned,Planned,,,,,,,Planned,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction filing,,In-house staff,ACE Special Fund
1470350,,23-0521346,7/14/2023,8/16/2023,20901,Montgomery County,Female,"African American or Black, not of Hispanic Origin",69,English,,,1,0,10008,SSI or SSD,, ,,,,,,0,Failure to pay rent,,,,,,,,,,,,Unknown,,,Not asked,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Negotiation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1470453,,23-0521400,7/14/2023,11/3/2023,21117,Baltimore County,Female,"African American or Black, not of Hispanic Origin",36,English,No,,1,2,32000,Income from their employment,Yes,No.,,Yes,,No,,0,Breach of lease,,,,,,,,,,6-9 years,Yes,Another apartment,Yes,Yes,Yes,Not asked,,,Housing Choice Voucher Program (HCVP) – project-based voucher,,No,Represented by attorney,"Avoid subsidy termination, Prevent eviction judgment",,Achieved,,,,,Achieved,,,,,,,,,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented denial of public or subsidized housing tenant's rights, Prevented termination of housing subsidy",,In-house staff,ACE Special Fund
1470459,,23-0521402,7/14/2023,12/1/2023,20602,Charles County,Female,"African American or Black, not of Hispanic Origin",27,English,No,,1,2,25632,Income from their employment,No,"Yes, I tried to contact a legal services provider but no return call or was denied  ",,Yes,,No,,973,Failure to pay rent,,No,I believe I am current on my rent,1 month,,,,,,3-5 years,Yes,Other,No,,Already vacated,No,,Not asked,USDA Rural Housing,,Not asked,Represented by agent,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,No,Moved,Less than 30 days,,Representation in Judicial Litigation,,,Prevented eviction from public or subsidized housing,,In-house staff,ACE Special Fund
1470478,,23-0521411,7/14/2023,12/9/2023,20747,Prince George's County,Female,"African American or Black, not of Hispanic Origin",70,English,No,,2,0,34800,"Income from their employment, SSI or SSD",No,No.,,Yes,,No,,1440,Failure to pay rent,,Yes,6 or more months,6 or more months,"Competing expense, Unexpected expense",Infestation or pests,,,"Yes, some of it",3-5 years,No,Unknown,Yes,Yes,Yes,Yes,Approved,,,,Yes,Represented by attorney,"Prevent involuntary move, Secure rent assistance, Secure time to move (30 days or more)",,,,,,,Achieved,Achieved,,,,,,Goal changed,Achieved,0,Yes – the amount was offset by expenses paid by client,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
